tiempo,data
16:52:55,6.79
16:52:56,6.90
16:52:57,7.01
16:52:58,7.01
16:52:59,7.01
16:53:00,6.90
16:53:01,6.68
16:53:02,6.68
16:53:03,6.79
16:53:04,7.01
16:53:05,7.01
16:53:06,6.79
16:53:07,6.68
16:53:08,6.79
16:53:09,7.01
16:53:10,7.01
16:53:11,7.01
16:53:12,6.90
16:53:13,6.79
16:53:14,6.90
16:53:15,7.01
16:53:16,7.01
16:53:17,6.90
16:53:18,6.79
16:53:19,6.68
16:53:20,6.90
16:53:21,7.01
16:53:22,7.01
16:53:23,6.79
16:53:24,6.68
16:53:25,6.68
16:53:26,6.90
16:53:27,7.01
16:53:28,7.01
16:53:29,7.01
16:53:30,6.68
16:53:31,6.68
16:53:32,7.01
16:53:33,6.79
16:53:34,7.01
16:53:35,6.68
16:53:36,6.68
16:53:37,6.90
16:53:38,7.12
16:53:39,7.01
16:53:40,6.79
16:53:41,6.68
16:53:42,6.90
16:53:43,7.12
16:53:44,7.01
16:53:45,6.90
16:53:46,6.79
16:53:47,6.79
16:53:48,7.01
16:53:49,7.01
16:53:50,7.01
16:53:51,6.90
16:53:52,6.68
16:53:53,6.79
16:53:54,7.01
16:53:55,7.01
16:53:56,7.01
16:53:57,6.79
16:53:58,6.79
16:53:59,6.68
16:54:00,6.90
16:54:01,7.01
16:54:02,7.01
16:54:03,7.01
16:54:04,6.90
16:54:05,6.79
16:54:06,6.79
16:54:07,6.79
16:54:08,6.68
16:54:09,6.90
16:54:10,6.90
16:54:11,7.01
16:54:12,7.12
16:54:13,6.90
16:54:14,6.79
16:54:15,6.79
16:54:16,6.79
16:54:17,7.01
16:54:18,7.23
16:54:19,7.01
16:54:20,7.01
16:54:21,6.79
16:54:22,6.79
16:54:23,6.79
16:54:24,6.68
16:54:25,6.90
16:54:26,7.01
16:54:27,7.12
16:54:28,7.01
16:54:29,7.01
16:54:30,6.90
16:54:31,6.79
16:54:32,6.79
16:54:33,6.79
16:54:34,7.01
16:54:35,7.01
16:54:36,7.01
16:54:37,6.79
16:54:38,6.68
16:54:39,6.68
16:54:40,6.90
16:54:41,7.01
16:54:42,7.01
16:54:43,6.90
16:54:44,6.79
16:54:45,6.79
16:54:46,6.68
16:54:47,6.79
16:54:48,7.01
16:54:49,7.12
16:54:50,7.01
16:54:51,7.01
16:54:52,6.79
16:54:53,6.57
16:54:54,6.68
16:54:55,6.79
16:54:56,6.90
16:54:57,7.12
16:54:58,7.12
16:54:59,7.01
16:55:00,6.90
16:55:01,6.68
16:55:02,6.79
16:55:03,6.68
16:55:04,6.90
16:55:05,7.01
16:55:06,7.12
16:55:07,7.01
16:55:08,6.90
16:55:09,6.79
16:55:10,6.79
16:55:11,6.79
16:55:12,7.01
16:55:13,7.01
16:55:14,7.01
16:55:15,7.01
16:55:16,6.68
16:55:17,6.79
16:55:18,6.68
16:55:19,6.90
16:55:20,7.01
16:55:21,7.01
16:55:22,7.01
16:55:23,6.90
16:55:24,6.79
16:55:25,6.79
16:55:26,6.79
16:55:27,6.90
16:55:28,7.01
16:55:29,7.01
16:55:30,7.01
16:55:31,7.01
16:55:32,6.79
16:55:33,6.79
16:55:34,6.79
16:55:35,6.68
16:55:36,6.90
16:55:37,7.01
16:55:38,7.01
16:55:39,7.01
16:55:40,7.01
16:55:41,7.01
16:55:42,6.90
16:55:43,6.79
16:55:44,7.12
16:55:45,6.68
16:55:46,6.79
16:55:47,6.68
16:55:48,6.79
16:55:49,6.90
16:55:50,7.01
16:55:51,7.01
16:55:52,7.01
16:55:53,6.79
16:55:54,6.79
16:55:55,6.79
16:55:56,6.79
16:55:57,7.01
16:55:58,7.01
16:55:59,6.90
16:56:00,6.68
16:56:01,6.68
16:56:02,6.90
16:56:03,7.01
16:56:04,7.01
16:56:05,6.90
16:56:06,6.79
16:56:07,6.68
16:56:08,6.79
16:56:09,7.01
16:56:10,7.01
16:56:11,7.01
16:56:12,6.90
16:56:13,6.79
16:56:14,6.68
16:56:15,6.68
16:56:16,6.90
16:56:17,7.01
16:56:18,7.01
16:56:19,6.90
16:56:20,6.68
16:56:21,6.68
16:56:22,6.79
16:56:23,7.01
16:56:24,7.01
16:56:25,7.01
16:56:26,6.90
16:56:27,6.79
16:56:28,6.79
16:56:29,6.90
16:56:30,7.01
16:56:31,7.01
16:56:32,7.01
16:56:33,6.79
16:56:34,6.79
16:56:35,6.68
16:56:36,6.90
16:56:37,7.01
16:56:38,7.01
16:56:39,6.90
16:56:40,6.79
16:56:41,6.79
16:56:42,6.79
16:56:43,7.01
16:56:44,7.01
16:56:45,7.12
16:56:46,6.90
16:56:47,6.79
16:56:48,6.79
16:56:49,6.79
16:56:50,7.01
16:56:51,7.01
16:56:52,7.01
16:56:53,7.01
16:56:54,6.79
16:56:55,6.79
16:56:56,6.68
16:56:57,6.79
16:56:58,7.01
16:56:59,7.12
16:57:00,7.01
16:57:01,6.68
16:57:02,6.79
16:57:03,6.79
16:57:04,7.01
16:57:05,7.01
16:57:06,7.01
16:57:07,6.79
16:57:08,6.79
16:57:09,6.68
16:57:10,7.01
16:57:11,7.01
16:57:12,7.01
16:57:13,6.90
16:57:14,6.79
16:57:15,6.68
16:57:16,6.79
16:57:17,6.90
16:57:18,6.90
16:57:19,7.01
16:57:20,7.01
16:57:21,7.01
16:57:22,7.01
16:57:23,7.01
16:57:24,6.90
16:57:25,6.90
16:57:26,6.79
16:57:27,6.90
16:57:28,6.79
16:57:29,6.79
16:57:30,6.79
16:57:31,6.68
16:57:32,6.68
16:57:33,6.90
16:57:34,7.01
16:57:35,7.12
16:57:36,7.01
16:57:37,7.12
16:57:38,6.90
16:57:39,6.79
16:57:40,6.68
16:57:41,6.79
16:57:42,6.79
16:57:43,7.01
16:57:44,7.01
16:57:45,7.01
16:57:46,6.90
16:57:47,6.79
16:57:48,6.79
16:57:49,6.79
16:57:50,6.90
16:57:51,7.01
16:57:52,7.01
16:57:53,7.01
16:57:54,7.01
16:57:55,6.90
16:57:56,6.79
16:57:57,6.68
16:57:58,6.79
16:57:59,6.68
16:58:00,6.90
16:58:01,7.01
16:58:02,6.90
16:58:03,7.01
16:58:04,7.01
16:58:05,6.90
16:58:06,6.79
16:58:07,6.79
16:58:08,6.79
16:58:09,6.68
16:58:10,6.79
16:58:11,7.01
16:58:12,7.01
16:58:13,7.01
16:58:14,7.01
16:58:15,6.79
16:58:16,6.68
16:58:17,6.79
16:58:18,7.01
16:58:19,7.01
16:58:20,7.01
16:58:21,6.90
16:58:22,6.79
16:58:23,6.79
16:58:24,6.90
16:58:25,7.01
16:58:26,7.01
16:58:27,6.79
16:58:28,6.68
16:58:29,6.68
16:58:30,6.90
16:58:31,7.01
16:58:32,7.01
16:58:33,7.01
16:58:34,6.90
16:58:35,6.79
16:58:36,6.68
16:58:37,6.90
16:58:38,7.01
16:58:39,7.01
16:58:40,6.90
16:58:41,6.79
16:58:42,6.68
16:58:43,7.12
16:58:44,7.01
16:58:45,6.90
16:58:46,6.68
16:58:47,7.01
16:58:48,7.01
16:58:49,6.79
16:58:50,6.68
16:58:51,6.79
16:58:52,7.01
16:58:53,7.01
16:58:54,7.01
16:58:55,6.79
16:58:56,6.68
16:58:57,6.90
16:58:58,7.01
16:58:59,7.12
16:59:00,6.90
16:59:01,6.68
16:59:02,6.68
16:59:03,6.90
16:59:04,7.01
16:59:05,7.01
16:59:06,6.90
16:59:07,6.79
16:59:08,6.68
16:59:09,7.01
16:59:10,7.01
16:59:11,7.01
16:59:12,6.79
16:59:13,6.68
16:59:14,6.68
16:59:15,6.90
16:59:16,7.01
16:59:17,7.01
16:59:18,6.90
16:59:19,6.79
16:59:20,6.68
16:59:21,6.79
16:59:22,6.90
16:59:23,7.01
16:59:24,7.01
16:59:25,7.01
16:59:26,6.79
16:59:27,6.68
16:59:28,6.79
16:59:29,6.90
16:59:30,7.01
16:59:31,6.90
16:59:32,6.79
16:59:33,6.79
16:59:34,7.01
16:59:35,7.01
16:59:36,6.79
16:59:37,6.79
16:59:38,7.01
16:59:39,7.01
16:59:40,6.90
16:59:41,6.68
16:59:42,6.79
16:59:43,7.01
16:59:44,7.01
16:59:45,6.79
16:59:46,6.68
16:59:47,6.90
16:59:48,7.01
16:59:49,7.01
16:59:50,6.90
16:59:51,6.79
16:59:52,6.79
16:59:53,6.68
16:59:54,6.79
16:59:55,7.01
16:59:56,7.01
16:59:57,7.01
16:59:58,7.01
16:59:59,6.90
17:00:00,6.79
17:00:01,6.68
17:00:02,6.79
17:00:03,7.01
17:00:04,7.01
17:00:05,7.01
17:00:06,6.79
17:00:07,6.79
17:00:08,6.68
17:00:09,6.90
17:00:10,7.01
17:00:11,7.01
17:00:12,6.79
17:00:13,6.79
17:00:14,6.79
17:00:15,6.90
17:00:16,7.01
17:00:17,6.90
17:00:18,6.79
17:00:19,6.68
17:00:20,6.79
17:00:21,7.01
17:00:22,7.01
17:00:23,7.01
17:00:24,6.79
17:00:25,6.79
17:00:26,6.68
17:00:27,6.90
17:00:28,7.01
17:00:29,7.01
17:00:30,7.01
17:00:31,7.01
17:00:32,6.90
17:00:33,6.90
17:00:34,6.68
17:00:35,6.68
17:00:36,6.79
17:00:37,6.68
17:00:38,6.90
17:00:39,7.01
17:00:40,7.01
17:00:41,7.01
17:00:42,7.01
17:00:43,7.12
17:00:44,7.01
17:00:45,6.79
17:00:46,6.57
17:00:47,6.79
17:00:48,6.68
